tanggal,harga_oz,kurs_oz,idr_oz,harga_gr,kurs_gr,idr_gr,update_asli
04 September 2022,"1.712,50 (-911,99)","14.884,00 (-1.278,00)",25.488.850,"55,06","14.884,00","819.486 (-544.252,90)","04 September 2022, pukul 23:59"
05 September 2022,"1.711,83 (-912,66)","14.900,00 (-1.262,00)",25.506.267,"55,04","14.900,00","820.046 (-543.692,93)","05 September 2022, pukul 23:59"
06 September 2022,"1.702,11 (-922,38)","14.920,00 (-1.242,00)",25.395.481,"54,72","14.920,00","816.484 (-547.254,77)","06 September 2022, pukul 23:59"
07 September 2022,"1.714,40 (-910,09)","14.885,00 (-1.277,00)",25.518.844,"55,12","14.885,00","820.450 (-543.288,57)","07 September 2022, pukul 23:59"
08 September 2022,"1.706,03 (-918,46)","14.927,00 (-1.235,00)",25.465.910,"54,85","14.927,00","818.748 (-544.990,44)","08 September 2022, pukul 23:58"
09 September 2022,"1.719,69 (-904,80)","14.905,00 (-1.257,00)",25.631.979,"55,29","14.905,00","824.087 (-539.651,18)","09 September 2022, pukul 23:58"
10 September 2022,"1.717,32 (-907,17)","14.905,00 (-1.257,00)",25.596.655,"55,21","14.905,00","822.952 (-540.786,90)","10 September 2022, pukul 23:59"
11 September 2022,"1.717,32 (-907,17)","14.905,00 (-1.257,00)",25.596.655,"55,21","14.905,00","822.952 (-540.786,90)","11 September 2022, pukul 23:59"
12 September 2022,"1.730,80 (-893,69)","14.846,00 (-1.316,00)",25.695.457,"55,65","14.846,00","826.128 (-537.610,34)","12 September 2022, pukul 23:59"
13 September 2022,"1.704,49 (-920,00)","14.839,00 (-1.323,00)",25.292.927,"54,80","14.839,00","813.186 (-550.551,97)","13 September 2022, pukul 23:59"
14 September 2022,"1.702,29 (-922,20)","14.861,00 (-1.301,00)",25.297.732,"54,73","14.861,00","813.341 (-550.397,49)","14 September 2022, pukul 23:59"
15 September 2022,"1.663,98 (-960,51)","14.923,00 (-1.239,00)",24.831.574,"53,50","14.923,00","798.354 (-565.384,83)","15 September 2022, pukul 23:59"
16 September 2022,"1.673,83 (-950,66)","14.899,00 (-1.263,00)",24.938.393,"53,81","14.899,00","801.788 (-561.950,50)","16 September 2022, pukul 23:59"
17 September 2022,"1.675,23 (-949,26)","14.899,00 (-1.263,00)",24.959.252,"53,86","14.899,00","802.459 (-561.279,88)","17 September 2022, pukul 23:59"
18 September 2022,"1.675,23 (-949,26)","14.899,00 (-1.263,00)",24.959.252,"53,86","14.899,00","802.459 (-561.279,88)","18 September 2022, pukul 23:59"
19 September 2022,"1.670,70 (-953,79)","14.939,00 (-1.223,00)",24.958.587,"53,71","14.939,00","802.437 (-561.301,24)","19 September 2022, pukul 23:59"
20 September 2022,"1.664,08 (-960,41)","14.980,00 (-1.182,00)",24.927.918,"53,50","14.980,00","801.451 (-562.287,27)","20 September 2022, pukul 23:58"
21 September 2022,"1.665,68 (-958,81)","14.975,01 (-1.186,99)",24.943.575,"53,55","14.975,01","801.955 (-561.783,91)","21 September 2022, pukul 23:59"
22 September 2022,"1.674,70 (-949,79)","15.011,00 (-1.151,00)",25.138.922,"53,84","15.011,00","808.235 (-555.503,35)","22 September 2022, pukul 23:59"
23 September 2022,"1.646,88 (-977,61)","15.033,00 (-1.129,00)",24.757.547,"52,95","15.033,00","795.974 (-567.764,83)","23 September 2022, pukul 23:59"
24 September 2022,"1.643,90 (-980,59)","15.033,00 (-1.129,00)",24.712.749,"52,85","15.033,00","794.533 (-569.205,13)","24 September 2022, pukul 23:59"
25 September 2022,"1.643,90 (-980,59)","15.033,00 (-1.129,00)",24.712.749,"52,85","15.033,00","794.533 (-569.205,13)","25 September 2022, pukul 23:59"
26 September 2022,"1.631,15 (-993,34)","15.035,00 (-1.127,00)",24.524.340,"52,44","15.035,00","788.476 (-575.262,61)","26 September 2022, pukul 23:59"
27 September 2022,"1.629,60 (-994,89)","15.119,00 (-1.043,00)",24.637.922,"52,39","15.119,00","792.128 (-571.610,86)","27 September 2022, pukul 23:59"
28 September 2022,"1.659,23 (-965,26)","15.155,00 (-1.007,00)",25.145.631,"53,35","15.155,00","808.451 (-555.287,66)","28 September 2022, pukul 23:58"
29 September 2022,"1.659,67 (-964,82)","15.243,00 (-919,00)",25.298.350,"53,36","15.243,00","813.361 (-550.377,62)","29 September 2022, pukul 23:59"
30 September 2022,"1.664,93 (-959,56)","15.247,00 (-915,00)",25.385.188,"53,53","15.247,00","816.153 (-547.585,72)","30 September 2022, pukul 23:59"
01 Oktober 2022,"1.660,60 (-963,89)","15.247,00 (-915,00)",25.319.168,"53,39","15.247,00","814.030 (-549.708,29)","01 Oktober 2022, pukul 23:59"
02 Oktober 2022,"1.660,60 (-963,89)","15.247,00 (-915,00)",25.319.168,"53,39","15.247,00","814.030 (-549.708,29)","02 Oktober 2022, pukul 23:59"
03 Oktober 2022,"1.689,93 (-934,56)","15.232,00 (-930,00)",25.741.014,"54,33","15.232,00","827.593 (-536.145,65)","03 Oktober 2022, pukul 23:59"
04 Oktober 2022,"1.724,32 (-900,17)","15.293,00 (-869,00)",26.370.026,"55,44","15.293,00","847.816 (-515.922,44)","04 Oktober 2022, pukul 23:59"
05 Oktober 2022,"1.708,40 (-916,09)","15.276,00 (-886,00)",26.097.518,"54,93","15.276,00","839.055 (-524.683,75)","05 Oktober 2022, pukul 23:59"
06 Oktober 2022,"1.711,55 (-912,94)","15.196,00 (-966,00)",26.008.714,"55,03","15.196,00","836.200 (-527.538,89)","06 Oktober 2022, pukul 23:59"
07 Oktober 2022,"1.700,43 (-924,06)","15.197,00 (-965,00)",25.841.435,"54,67","15.197,00","830.821 (-532.917,04)","07 Oktober 2022, pukul 23:59"
08 Oktober 2022,"1.694,85 (-929,64)","15.197,00 (-965,00)",25.756.635,"54,49","15.197,00","828.095 (-535.643,40)","08 Oktober 2022, pukul 23:59"
09 Oktober 2022,"1.694,85 (-929,64)","15.197,00 (-965,00)",25.756.635,"54,49","15.197,00","828.095 (-535.643,40)","09 Oktober 2022, pukul 23:58"
10 Oktober 2022,"1.667,60 (-956,89)","15.246,00 (-916,00)",25.424.230,"53,61","15.246,00","817.408 (-546.330,49)","10 Oktober 2022, pukul 23:59"
11 Oktober 2022,"1.681,05 (-943,44)","15.299,00 (-863,00)",25.718.384,"54,05","15.299,00","826.865 (-536.873,21)","11 Oktober 2022, pukul 23:59"
12 Oktober 2022,"1.669,59 (-954,90)","15.362,00 (-800,00)",25.648.242,"53,68","15.362,00","824.610 (-539.128,34)","12 Oktober 2022, pukul 23:59"
13 Oktober 2022,"1.665,84 (-958,65)","15.373,00 (-789,00)",25.608.958,"53,56","15.373,00","823.347 (-540.391,33)","13 Oktober 2022, pukul 23:59"
14 Oktober 2022,"1.643,60 (-980,89)","15.357,00 (-805,00)",25.240.765,"52,84","15.357,00","811.509 (-552.229,01)","14 Oktober 2022, pukul 23:59"
15 Oktober 2022,"1.644,16 (-980,33)","15.357,00 (-805,00)",25.249.365,"52,86","15.357,00","811.786 (-551.952,52)","15 Oktober 2022, pukul 23:59"
16 Oktober 2022,"1.644,16 (-980,33)","15.357,00 (-805,00)",25.249.365,"52,86","15.357,00","811.786 (-551.952,52)","16 Oktober 2022, pukul 23:59"
17 Oktober 2022,"1.658,54 (-965,95)","15.390,00 (-772,00)",25.524.931,"53,32","15.390,00","820.646 (-543.092,88)","17 Oktober 2022, pukul 23:59"
18 Oktober 2022,"1.650,05 (-974,44)","15.480,00 (-682,00)",25.542.774,"53,05","15.480,00","821.219 (-542.519,20)","18 Oktober 2022, pukul 23:59"
19 Oktober 2022,"1.630,44 (-994,05)","15.469,00 (-693,00)",25.221.276,"52,42","15.469,00","810.883 (-552.855,59)","19 Oktober 2022, pukul 23:58"
20 Oktober 2022,"1.635,68 (-988,81)","15.491,00 (-671,00)",25.338.319,"52,59","15.491,00","814.646 (-549.092,59)","20 Oktober 2022, pukul 23:59"
21 Oktober 2022,"1.652,04 (-972,45)","15.579,00 (-583,00)",25.737.131,"53,11","15.579,00","827.468 (-536.270,47)","21 Oktober 2022, pukul 23:59"
22 Oktober 2022,"1.657,60 (-966,89)","15.579,00 (-583,00)",25.823.750,"53,29","15.579,00","830.253 (-533.485,60)","22 Oktober 2022, pukul 23:59"
23 Oktober 2022,"1.657,60 (-966,89)","15.579,00 (-583,00)",25.823.750,"53,29","15.579,00","830.253 (-533.485,60)","23 Oktober 2022, pukul 23:59"
24 Oktober 2022,"1.651,15 (-973,34)","15.610,00 (-552,00)",25.774.452,"53,09","15.610,00","828.668 (-535.070,60)","24 Oktober 2022, pukul 23:59"
25 Oktober 2022,"1.652,48 (-972,01)","15.590,00 (-572,00)",25.762.163,"53,13","15.590,00","828.273 (-535.465,67)","25 Oktober 2022, pukul 23:59"
26 Oktober 2022,"1.666,40 (-958,09)","15.616,00 (-546,00)",26.022.502,"53,58","15.616,00","836.643 (-527.095,58)","26 Oktober 2022, pukul 23:59"
27 Oktober 2022,"1.657,50 (-966,99)","15.596,00 (-566,00)",25.850.370,"53,29","15.596,00","831.109 (-532.629,76)","27 Oktober 2022, pukul 23:59"
28 Oktober 2022,"1.642,42 (-982,07)","15.573,00 (-589,00)",25.577.407,"52,81","15.573,00","822.333 (-541.405,74)","28 Oktober 2022, pukul 23:59"
29 Oktober 2022,"1.644,70 (-979,79)","15.573,00 (-589,00)",25.612.913,"52,88","15.573,00","823.474 (-540.264,18)","29 Oktober 2022, pukul 23:59"
30 Oktober 2022,"1.644,70 (-979,79)","15.573,00 (-589,00)",25.612.913,"52,88","15.573,00","823.474 (-540.264,18)","30 Oktober 2022, pukul 23:59"
31 Oktober 2022,"1.637,05 (-987,44)","15.542,00 (-620,00)",25.443.031,"52,63","15.542,00","818.012 (-545.726,01)","31 Oktober 2022, pukul 23:58"
01 November 2022,"1.644,55 (-979,94)","15.596,00 (-566,00)",25.648.402,"52,87","15.596,00","824.615 (-539.123,19)","01 November 2022, pukul 23:59"
02 November 2022,"1.647,90 (-976,59)","15.647,00 (-515,00)",25.784.691,"52,98","15.647,00","828.997 (-534.741,38)","02 November 2022, pukul 23:59"
03 November 2022,"1.626,90 (-997,59)","15.652,00 (-510,00)",25.464.239,"52,31","15.652,00","818.694 (-545.044,17)","03 November 2022, pukul 23:59"
04 November 2022,"1.673,10 (-951,39)","15.681,00 (-481,00)",26.235.881,"53,79","15.681,00","843.503 (-520.235,29)","04 November 2022, pukul 23:59"
05 November 2022,"1.681,30 (-943,19)","15.681,00 (-481,00)",26.364.465,"54,06","15.681,00","847.637 (-516.101,21)","05 November 2022, pukul 23:59"
06 November 2022,"1.681,30 (-943,19)","15.681,00 (-481,00)",26.364.465,"54,06","15.681,00","847.637 (-516.101,21)","06 November 2022, pukul 23:59"
07 November 2022,"1.678,35 (-946,14)","15.736,00 (-426,00)",26.410.516,"53,96","15.736,00","849.118 (-514.620,66)","07 November 2022, pukul 23:59"
08 November 2022,"1.715,58 (-908,91)","15.692,00 (-470,00)",26.920.881,"55,16","15.692,00","865.526 (-498.212,02)","08 November 2022, pukul 23:59"
09 November 2022,"1.713,25 (-911,24)","15.684,00 (-478,00)",26.870.613,"55,08","15.684,00","863.910 (-499.828,19)","09 November 2022, pukul 23:59"
10 November 2022,"1.749,85 (-874,64)","15.654,00 (-508,00)",27.392.152,"56,26","15.654,00","880.678 (-483.060,32)","10 November 2022, pukul 23:59"
11 November 2022,"1.763,76 (-860,73)","15.701,00 (-461,00)",27.692.796,"56,71","15.701,00","890.344 (-473.394,40)","11 November 2022, pukul 23:58"
12 November 2022,"1.770,78 (-853,71)","15.701,00 (-461,00)",27.803.017,"56,93","15.701,00","893.888 (-469.850,71)","12 November 2022, pukul 23:59"
13 November 2022,"1.770,78 (-853,71)","15.701,00 (-461,00)",27.803.017,"56,93","15.701,00","893.888 (-469.850,71)","13 November 2022, pukul 23:59"
14 November 2022,"1.769,53 (-854,96)","15.493,00 (-669,00)",27.415.328,"56,89","15.493,00","881.423 (-482.315,18)","14 November 2022, pukul 23:59"
15 November 2022,"1.770,57 (-853,92)","15.499,00 (-663,00)",27.442.064,"56,93","15.499,00","882.283 (-481.455,60)","15 November 2022, pukul 23:59"
16 November 2022,"1.775,19 (-849,30)","15.564,00 (-598,00)",27.629.057,"57,07","15.564,00","888.295 (-475.443,64)","16 November 2022, pukul 23:59"
17 November 2022,"1.757,17 (-867,32)","15.610,00 (-552,00)",27.429.424,"56,49","15.610,00","881.876 (-481.862,01)","17 November 2022, pukul 23:59"
18 November 2022,"1.754,15 (-870,34)","15.687,00 (-475,00)",27.517.351,"56,40","15.687,00","884.703 (-479.035,08)","18 November 2022, pukul 23:59"
19 November 2022,"1.751,04 (-873,45)","15.687,00 (-475,00)",27.468.564,"56,30","15.687,00","883.135 (-480.603,60)","19 November 2022, pukul 23:59"
20 November 2022,"1.751,04 (-873,45)","15.687,00 (-475,00)",27.468.564,"56,30","15.687,00","883.135 (-480.603,60)","20 November 2022, pukul 23:59"
21 November 2022,"1.733,23 (-891,26)","15.692,00 (-470,00)",27.197.845,"55,72","15.692,00","874.431 (-489.307,43)","21 November 2022, pukul 23:59"
22 November 2022,"1.741,70 (-882,79)","15.707,00 (-455,00)",27.356.882,"56,00","15.707,00","879.544 (-484.194,28)","22 November 2022, pukul 23:59"
23 November 2022,"1.738,14 (-886,35)","15.716,00 (-446,00)",27.316.608,"55,88","15.716,00","878.249 (-485.489,11)","23 November 2022, pukul 23:58"
24 November 2022,"1.756,58 (-867,91)","15.700,00 (-462,00)",27.578.306,"56,48","15.700,00","886.663 (-477.075,33)","24 November 2022, pukul 23:59"
25 November 2022,"1.751,40 (-873,09)","15.647,00 (-515,00)",27.404.156,"56,31","15.647,00","881.064 (-482.674,39)","25 November 2022, pukul 23:59"
26 November 2022,"1.754,60 (-869,89)","15.647,00 (-515,00)",27.454.226,"56,41","15.647,00","882.674 (-481.064,59)","26 November 2022, pukul 23:59"
27 November 2022,"1.754,60 (-869,89)","15.647,00 (-515,00)",27.454.226,"56,41","15.647,00","882.674 (-481.064,59)","27 November 2022, pukul 23:59"
28 November 2022,"1.745,05 (-879,44)","15.668,00 (-494,00)",27.341.443,"56,10","15.668,00","879.048 (-484.690,64)","28 November 2022, pukul 23:59"
29 November 2022,"1.751,04 (-873,45)","15.729,00 (-433,00)",27.542.108,"56,30","15.729,00","885.499 (-478.239,12)","29 November 2022, pukul 23:59"
30 November 2022,"1.752,00 (-872,49)","15.737,00 (-425,00)",27.571.224,"56,33","15.737,00","886.435 (-477.303,02)","30 November 2022, pukul 23:59"
01 Desember 2022,"1.802,08 (-822,41)","15.742,00 (-420,00)",28.368.343,"57,94","15.742,00","912.063 (-451.675,04)","01 Desember 2022, pukul 23:59"
02 Desember 2022,"1.794,73 (-829,76)","15.617,00 (-545,00)",28.028.298,"57,70","15.617,00","901.131 (-462.607,74)","02 Desember 2022, pukul 23:59"
03 Desember 2022,"1.798,03 (-826,46)","15.617,00 (-545,00)",28.079.835,"57,81","15.617,00","902.788 (-460.950,81)","03 Desember 2022, pukul 23:59"
04 Desember 2022,"1.798,03 (-826,46)","15.617,00 (-545,00)",28.079.835,"57,81","15.617,00","902.788 (-460.950,81)","04 Desember 2022, pukul 23:59"
05 Desember 2022,"1.772,75 (-851,74)","15.429,00 (-733,00)",27.351.760,"57,00","15.429,00","879.379 (-484.358,96)","05 Desember 2022, pukul 23:59"
06 Desember 2022,"1.772,05 (-852,44)","15.409,00 (-753,00)",27.305.518,"56,97","15.409,00","877.893 (-485.845,65)","06 Desember 2022, pukul 23:59"
07 Desember 2022,"1.781,44 (-843,05)","15.576,00 (-586,00)",27.747.709,"57,27","15.576,00","892.110 (-471.628,88)","07 Desember 2022, pukul 23:59"
08 Desember 2022,"1.789,78 (-834,71)","15.619,00 (-543,00)",27.954.574,"57,54","15.619,00","898.760 (-464.978,04)","08 Desember 2022, pukul 23:59"
09 Desember 2022,"1.804,23 (-820,26)","15.624,00 (-538,00)",28.189.290,"58,01","15.624,00","906.307 (-457.431,75)","09 Desember 2022, pukul 23:59"
10 Desember 2022,"1.797,35 (-827,14)","15.624,00 (-538,00)",28.081.796,"57,79","15.624,00","902.851 (-460.887,74)","10 Desember 2022, pukul 23:59"
11 Desember 2022,"1.797,35 (-827,14)","15.624,00 (-538,00)",28.081.796,"57,79","15.624,00","902.851 (-460.887,74)","11 Desember 2022, pukul 23:59"
12 Desember 2022,"1.784,35 (-840,14)","15.587,00 (-575,00)",27.812.663,"57,37","15.587,00","894.198 (-469.540,56)","12 Desember 2022, pukul 23:59"
13 Desember 2022,"1.808,00 (-816,49)","15.642,00 (-520,00)",28.280.736,"58,13","15.642,00","909.247 (-454.491,68)","13 Desember 2022, pukul 23:59"
14 Desember 2022,"1.810,63 (-813,86)","15.661,00 (-501,00)",28.356.276,"58,21","15.661,00","911.675 (-452.063,00)","14 Desember 2022, pukul 23:58"
15 Desember 2022,"1.778,20 (-846,29)","15.619,00 (-543,00)",27.773.706,"57,17","15.619,00","892.945 (-470.793,08)","15 Desember 2022, pukul 23:59"
16 Desember 2022,"1.788,90 (-835,59)","15.630,00 (-532,00)",27.960.507,"57,51","15.630,00","898.951 (-464.787,28)","16 Desember 2022, pukul 23:59"
17 Desember 2022,"1.793,13 (-831,36)","15.630,00 (-532,00)",28.026.622,"57,65","15.630,00","901.077 (-462.661,64)","17 Desember 2022, pukul 23:59"
18 Desember 2022,"1.793,13 (-831,36)","15.630,00 (-532,00)",28.026.622,"57,65","15.630,00","901.077 (-462.661,64)","18 Desember 2022, pukul 23:59"
19 Desember 2022,"1.788,31 (-836,18)","15.617,00 (-545,00)",27.928.037,"57,50","15.617,00","897.907 (-465.831,21)","19 Desember 2022, pukul 23:59"
20 Desember 2022,"1.818,00 (-806,49)","15.621,00 (-541,00)",28.398.978,"58,45","15.621,00","913.048 (-450.690,11)","20 Desember 2022, pukul 23:59"
21 Desember 2022,"1.816,35 (-808,14)","15.608,00 (-554,00)",28.349.591,"58,40","15.608,00","911.461 (-452.277,95)","21 Desember 2022, pukul 23:59"
22 Desember 2022,"1.795,83 (-828,66)","15.601,00 (-561,00)",28.016.744,"57,74","15.601,00","900.759 (-462.979,22)","22 Desember 2022, pukul 23:59"
23 Desember 2022,"1.801,00 (-823,49)","15.594,00 (-568,00)",28.084.794,"57,90","15.594,00","902.947 (-460.791,36)","23 Desember 2022, pukul 23:59"
24 Desember 2022,"1.798,58 (-825,91)","15.594,00 (-568,00)",28.047.057,"57,83","15.594,00","901.734 (-462.004,65)","24 Desember 2022, pukul 23:59"
25 Desember 2022,"1.798,58 (-825,91)","15.594,00 (-568,00)",28.047.057,"57,83","15.594,00","901.734 (-462.004,65)","25 Desember 2022, pukul 23:59"
26 Desember 2022,"1.807,31 (-817,18)","15.605,00 (-557,00)",28.203.073,"58,11","15.605,00","906.750 (-456.988,62)","26 Desember 2022, pukul 23:59"
27 Desember 2022,"1.820,30 (-804,19)","15.636,00 (-526,00)",28.462.211,"58,52","15.636,00","915.081 (-448.657,13)","27 Desember 2022, pukul 23:59"
28 Desember 2022,"1.801,44 (-823,05)","15.659,00 (-503,00)",28.208.749,"57,92","15.659,00","906.932 (-456.806,12)","28 Desember 2022, pukul 23:59"
29 Desember 2022,"1.815,98 (-808,51)","15.703,00 (-459,00)",28.516.334,"58,39","15.703,00","916.821 (-446.917,03)","29 Desember 2022, pukul 23:59"
30 Desember 2022,"1.815,53 (-808,96)","15.731,00 (-431,00)",28.560.102,"58,37","15.731,00","918.229 (-445.509,84)","30 Desember 2022, pukul 23:59"
31 Desember 2022,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","31 Desember 2022, pukul 23:58"
01 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
02 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
03 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
04 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
05 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
06 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
07 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
08 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
09 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
10 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
11 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
12 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
13 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
14 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
15 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
16 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
17 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
18 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
19 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
20 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
21 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
22 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
23 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
24 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
25 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
26 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
27 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
28 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
29 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
30 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
31 Januari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
01 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
02 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
03 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
04 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
05 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
06 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
07 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
08 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
09 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
10 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
11 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
12 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
13 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
14 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
15 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
16 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
17 Febuari 2023,"1.823,86 (-800,63)","15.731,00 (-431,00)",28.691.142,"58,64","15.731,00","922.442 (-441.296,83)","01 Januari 2023, pukul 12:59"
