tanggal,harga_oz,kurs_oz,idr_oz,harga_gr,kurs_gr,idr_gr,update_asli
19 Juli 2024,"2.400,00 (-224,49)","16.160,00 (-2,00)",38.784.000,"77,16","16.160,00","1.246.935 (-116.803,90)","19 Juli 2024, pukul 23:59"
20 Juli 2024,"2.400,78 (-223,71)","16.160,00 (-2,00)",38.796.605,"77,19","16.160,00","1.247.340 (-116.398,65)","20 Juli 2024, pukul 23:59"
21 Juli 2024,"2.400,78 (-223,71)","16.160,00 (-2,00)",38.796.605,"77,19","16.160,00","1.247.340 (-116.398,65)","21 Juli 2024, pukul 23:59"
22 Juli 2024,"2.392,74 (-231,75)","16.199,00 (+37,00)",38.759.995,"76,93","16.199,00","1.246.163 (-117.575,67)","22 Juli 2024, pukul 23:59"
23 Juli 2024,"2.404,70 (-219,79)","16.228,00 (+66,00)",39.023.472,"77,31","16.228,00","1.254.634 (-109.104,71)","23 Juli 2024, pukul 23:59"
24 Juli 2024,"2.419,87 (-204,62)","16.204,00 (+42,00)",39.211.573,"77,80","16.204,00","1.260.681 (-103.057,09)","24 Juli 2024, pukul 23:59"
25 Juli 2024,"2.363,04 (-261,45)","16.224,00 (+62,00)",38.337.961,"75,97","16.224,00","1.232.594 (-131.144,39)","25 Juli 2024, pukul 23:59"
26 Juli 2024,"2.389,10 (-235,39)","16.268,00 (+106,00)",38.865.879,"76,81","16.268,00","1.249.567 (-114.171,44)","26 Juli 2024, pukul 23:59"
27 Juli 2024,"2.387,04 (-237,45)","16.268,00 (+106,00)",38.832.367,"76,75","16.268,00","1.248.490 (-115.248,87)","27 Juli 2024, pukul 23:59"
28 Juli 2024,"2.387,04 (-237,45)","16.268,00 (+106,00)",38.832.367,"76,75","16.268,00","1.248.490 (-115.248,87)","28 Juli 2024, pukul 23:59"
29 Juli 2024,"2.378,14 (-246,35)","16.294,00 (+132,00)",38.749.413,"76,46","16.294,00","1.245.823 (-117.915,89)","29 Juli 2024, pukul 23:59"
30 Juli 2024,"2.394,61 (-229,88)","16.286,00 (+124,00)",38.998.618,"76,99","16.286,00","1.253.835 (-109.903,76)","30 Juli 2024, pukul 23:59"
31 Juli 2024,"2.426,29 (-198,20)","16.320,00 (+158,00)",39.597.053,"78,01","16.320,00","1.273.075 (-90.663,65)","31 Juli 2024, pukul 23:58"
01 Agustus 2024,"2.445,00 (-179,49)","16.294,00 (+132,00)",39.838.830,"78,61","16.294,00","1.280.848 (-82.890,33)","01 Agustus 2024, pukul 23:59"
02 Agustus 2024,"2.431,44 (-193,05)","16.243,00 (+81,00)",39.493.880,"78,17","16.243,00","1.269.758 (-93.980,73)","02 Agustus 2024, pukul 23:59"
03 Agustus 2024,"2.441,95 (-182,54)","16.243,00 (+81,00)",39.664.594,"78,51","16.243,00","1.275.246 (-88.492,15)","03 Agustus 2024, pukul 23:59"
04 Agustus 2024,"2.441,95 (-182,54)","16.243,00 (+81,00)",39.664.594,"78,51","16.243,00","1.275.246 (-88.492,15)","04 Agustus 2024, pukul 23:59"
05 Agustus 2024,"2.403,58 (-220,91)","16.234,00 (+72,00)",39.019.718,"77,28","16.234,00","1.254.513 (-109.225,40)","05 Agustus 2024, pukul 23:59"
06 Agustus 2024,"2.389,56 (-234,93)","16.154,00 (-8,00)",38.600.952,"76,83","16.154,00","1.241.049 (-122.689,02)","06 Agustus 2024, pukul 23:59"
07 Agustus 2024,"2.399,23 (-225,26)","16.183,00 (+21,00)",38.826.739,"77,14","16.183,00","1.248.309 (-115.429,81)","07 Agustus 2024, pukul 23:58"
08 Agustus 2024,"2.418,63 (-205,86)","16.100,00 (-62,00)",38.939.943,"77,76","16.100,00","1.251.948 (-111.790,22)","08 Agustus 2024, pukul 23:59"
09 Agustus 2024,"2.433,76 (-190,73)","15.952,00 (-210,00)",38.823.340,"78,25","15.952,00","1.248.199 (-115.539,10)","09 Agustus 2024, pukul 23:59"
10 Agustus 2024,"2.431,10 (-193,39)","15.952,00 (-210,00)",38.780.907,"78,16","15.952,00","1.246.835 (-116.903,34)","10 Agustus 2024, pukul 23:59"
11 Agustus 2024,"2.431,10 (-193,39)","15.952,00 (-210,00)",38.780.907,"78,16","15.952,00","1.246.835 (-116.903,34)","11 Agustus 2024, pukul 23:59"
12 Agustus 2024,"2.463,99 (-160,50)","15.914,00 (-248,00)",39.211.937,"79,22","15.914,00","1.260.693 (-103.045,41)","12 Agustus 2024, pukul 23:59"
13 Agustus 2024,"2.468,69 (-155,80)","15.963,00 (-199,00)",39.407.698,"79,37","15.963,00","1.266.987 (-96.751,53)","13 Agustus 2024, pukul 23:59"
14 Agustus 2024,"2.444,64 (-179,85)","15.885,00 (-277,00)",38.833.106,"78,60","15.885,00","1.248.513 (-115.225,09)","14 Agustus 2024, pukul 23:59"
15 Agustus 2024,"2.456,13 (-168,36)","15.691,00 (-471,00)",38.539.136,"78,97","15.691,00","1.239.062 (-124.676,47)","15 Agustus 2024, pukul 23:59"
16 Agustus 2024,"2.497,40 (-127,09)","15.687,00 (-475,00)",39.176.714,"80,29","15.687,00","1.259.561 (-104.177,86)","16 Agustus 2024, pukul 23:59"
17 Agustus 2024,"2.508,18 (-116,31)","15.687,00 (-475,00)",39.345.820,"80,64","15.687,00","1.264.997 (-98.740,98)","17 Agustus 2024, pukul 23:59"
18 Agustus 2024,"2.508,18 (-116,31)","15.687,00 (-475,00)",39.345.820,"80,64","15.687,00","1.264.997 (-98.740,98)","18 Agustus 2024, pukul 23:59"
19 Agustus 2024,"2.506,11 (-118,38)","15.716,00 (-446,00)",39.386.025,"80,57","15.716,00","1.266.290 (-97.448,35)","19 Agustus 2024, pukul 23:59"
20 Agustus 2024,"2.509,19 (-115,30)","15.591,00 (-571,00)",39.120.781,"80,67","15.591,00","1.257.762 (-105.976,13)","20 Agustus 2024, pukul 23:59"
21 Agustus 2024,"2.507,09 (-117,40)","15.480,00 (-682,00)",38.809.753,"80,60","15.480,00","1.247.763 (-115.975,92)","21 Agustus 2024, pukul 23:59"
22 Agustus 2024,"2.484,66 (-139,83)","15.456,00 (-706,00)",38.402.905,"79,88","15.456,00","1.234.682 (-129.056,39)","22 Agustus 2024, pukul 23:59"
23 Agustus 2024,"2.508,16 (-116,33)","15.579,00 (-583,00)",39.074.625,"80,64","15.579,00","1.256.278 (-107.460,10)","23 Agustus 2024, pukul 23:58"
24 Agustus 2024,"2.512,19 (-112,30)","15.579,00 (-583,00)",39.137.408,"80,77","15.579,00","1.258.297 (-105.441,57)","24 Agustus 2024, pukul 23:59"
25 Agustus 2024,"2.512,19 (-112,30)","15.579,00 (-583,00)",39.137.408,"80,77","15.579,00","1.258.297 (-105.441,57)","25 Agustus 2024, pukul 23:59"
26 Agustus 2024,"2.519,60 (-104,89)","15.554,00 (-608,00)",39.189.858,"81,01","15.554,00","1.259.983 (-103.755,25)","26 Agustus 2024, pukul 23:59"
27 Agustus 2024,"2.513,51 (-110,98)","15.380,00 (-782,00)",38.657.784,"80,81","15.380,00","1.242.877 (-120.861,84)","27 Agustus 2024, pukul 23:59"
28 Agustus 2024,"2.501,94 (-122,55)","15.509,00 (-653,00)",38.802.587,"80,44","15.509,00","1.247.532 (-116.206,30)","28 Agustus 2024, pukul 23:59"
29 Agustus 2024,"2.525,73 (-98,76)","15.476,00 (-686,00)",39.088.197,"81,20","15.476,00","1.256.715 (-107.023,72)","29 Agustus 2024, pukul 23:59"
30 Agustus 2024,"2.497,99 (-126,50)","15.409,00 (-753,00)",38.491.528,"80,31","15.409,00","1.237.531 (-126.207,10)","30 Agustus 2024, pukul 23:59"
31 Agustus 2024,"2.503,35 (-121,14)","15.409,00 (-753,00)",38.574.120,"80,48","15.409,00","1.240.187 (-123.551,69)","31 Agustus 2024, pukul 23:59"
01 September 2024,"2.503,35 (-121,14)","15.409,00 (-753,00)",38.574.120,"80,48","15.409,00","1.240.187 (-123.551,69)","01 September 2024, pukul 23:59"
02 September 2024,"2.500,00 (-124,49)","15.473,00 (-689,00)",38.682.500,"80,38","15.473,00","1.243.671 (-120.067,20)","02 September 2024, pukul 23:59"
03 September 2024,"2.484,82 (-139,67)","15.536,00 (-626,00)",38.604.164,"79,89","15.536,00","1.241.153 (-122.585,78)","03 September 2024, pukul 23:59"
04 September 2024,"2.496,07 (-128,42)","15.557,00 (-605,00)",38.831.361,"80,25","15.557,00","1.248.457 (-115.281,21)","04 September 2024, pukul 23:59"
05 September 2024,"2.510,80 (-113,69)","15.490,00 (-672,00)",38.892.292,"80,72","15.490,00","1.250.416 (-113.322,23)","05 September 2024, pukul 23:59"
06 September 2024,"2.486,92 (-137,57)","15.410,00 (-752,00)",38.323.437,"79,96","15.410,00","1.232.127 (-131.611,34)","06 September 2024, pukul 23:59"
07 September 2024,"2.497,40 (-127,09)","15.410,00 (-752,00)",38.484.934,"80,29","15.410,00","1.237.319 (-126.419,09)","07 September 2024, pukul 23:59"
08 September 2024,"2.497,40 (-127,09)","15.410,00 (-752,00)",38.484.934,"80,29","15.410,00","1.237.319 (-126.419,09)","08 September 2024, pukul 23:59"
09 September 2024,"2.501,73 (-122,76)","15.372,00 (-790,00)",38.456.594,"80,43","15.372,00","1.236.408 (-127.330,26)","09 September 2024, pukul 23:59"
10 September 2024,"2.514,66 (-109,83)","15.446,00 (-716,00)",38.841.438,"80,85","15.446,00","1.248.781 (-114.957,21)","10 September 2024, pukul 23:59"
11 September 2024,"2.517,14 (-107,35)","15.447,00 (-715,00)",38.882.262,"80,93","15.447,00","1.250.094 (-113.644,72)","11 September 2024, pukul 23:59"
12 September 2024,"2.550,80 (-73,69)","15.415,00 (-747,00)",39.320.582,"82,01","15.415,00","1.264.186 (-99.552,39)","12 September 2024, pukul 23:59"
13 September 2024,"2.584,07 (-40,42)","15.421,00 (-741,00)",39.848.943,"83,08","15.421,00","1.281.173 (-82.565,17)","13 September 2024, pukul 23:59"
14 September 2024,"2.578,24 (-46,25)","15.421,00 (-741,00)",39.759.039,"82,89","15.421,00","1.278.283 (-85.455,67)","14 September 2024, pukul 23:59"
15 September 2024,"2.578,24 (-46,25)","15.421,00 (-741,00)",39.759.039,"82,89","15.421,00","1.278.283 (-85.455,67)","15 September 2024, pukul 23:59"
16 September 2024,"2.583,69 (-40,80)","15.421,00 (-741,00)",39.843.083,"83,07","15.421,00","1.280.985 (-82.753,57)","16 September 2024, pukul 23:59"
17 September 2024,"2.562,62 (-61,87)","15.405,00 (-757,00)",39.477.161,"82,39","15.405,00","1.269.220 (-94.518,25)","17 September 2024, pukul 23:59"
18 September 2024,"2.574,07 (-50,42)","15.338,00 (-824,00)",39.481.086,"82,76","15.338,00","1.269.346 (-94.392,08)","18 September 2024, pukul 23:59"
19 September 2024,"2.592,25 (-32,24)","15.350,00 (-812,00)",39.791.038,"83,34","15.350,00","1.279.312 (-84.426,89)","19 September 2024, pukul 23:59"
20 September 2024,"2.625,22 (+0,73)","15.287,00 (-875,00)",40.131.738,"84,40","15.287,00","1.290.265 (-73.473,11)","20 September 2024, pukul 23:59"
21 September 2024,"2.622,30 (-2,19)","15.287,00 (-875,00)",40.087.100,"84,31","15.287,00","1.288.830 (-74.908,26)","21 September 2024, pukul 23:59"
22 September 2024,"2.622,30 (-2,19)","15.287,00 (-875,00)",40.087.100,"84,31","15.287,00","1.288.830 (-74.908,26)","22 September 2024, pukul 23:59"
23 September 2024,"2.628,60 (+4,11)","15.100,00 (-1.062,00)",39.691.860,"84,51","15.100,00","1.276.123 (-87.615,52)","23 September 2024, pukul 23:59"
24 September 2024,"2.653,90 (+29,41)","15.191,00 (-971,00)",40.315.395,"85,32","15.191,00","1.296.170 (-67.568,41)","24 September 2024, pukul 23:59"
25 September 2024,"2.653,18 (+28,69)","15.186,00 (-976,00)",40.291.191,"85,30","15.186,00","1.295.392 (-68.346,57)","25 September 2024, pukul 23:59"
26 September 2024,"2.669,69 (+45,20)","15.092,00 (-1.070,00)",40.290.961,"85,83","15.092,00","1.295.384 (-68.353,96)","26 September 2024, pukul 23:58"
27 September 2024,"2.652,50 (+28,01)","15.171,00 (-991,00)",40.241.078,"85,28","15.171,00","1.293.781 (-69.957,77)","27 September 2024, pukul 23:59"
28 September 2024,"2.658,34 (+33,85)","15.171,00 (-991,00)",40.329.676,"85,47","15.171,00","1.296.629 (-67.109,26)","28 September 2024, pukul 23:59"
29 September 2024,"2.658,34 (+33,85)","15.171,00 (-991,00)",40.329.676,"85,47","15.171,00","1.296.629 (-67.109,26)","29 September 2024, pukul 23:59"
30 September 2024,"2.639,01 (+14,52)","15.138,00 (-1.024,00)",39.949.333,"84,85","15.138,00","1.284.401 (-79.337,56)","30 September 2024, pukul 23:59"
01 Oktober 2024,"2.670,40 (+45,91)","15.144,00 (-1.018,00)",40.440.538,"85,86","15.144,00","1.300.193 (-63.544,98)","01 Oktober 2024, pukul 23:59"
02 Oktober 2024,"2.650,48 (+25,99)","15.204,00 (-958,00)",40.297.898,"85,21","15.204,00","1.295.608 (-68.130,95)","02 Oktober 2024, pukul 23:59"
03 Oktober 2024,"2.658,67 (+34,18)","15.247,00 (-915,00)",40.536.741,"85,48","15.247,00","1.303.287 (-60.451,95)","03 Oktober 2024, pukul 23:59"
04 Oktober 2024,"2.645,54 (+21,05)","15.394,00 (-768,00)",40.725.443,"85,06","15.394,00","1.309.353 (-54.385,07)","04 Oktober 2024, pukul 23:59"
05 Oktober 2024,"2.653,25 (+28,76)","15.394,00 (-768,00)",40.844.131,"85,30","15.394,00","1.313.169 (-50.569,17)","05 Oktober 2024, pukul 23:59"
06 Oktober 2024,"2.653,25 (+28,76)","15.394,00 (-768,00)",40.844.131,"85,30","15.394,00","1.313.169 (-50.569,17)","06 Oktober 2024, pukul 23:59"
07 Oktober 2024,"2.645,95 (+21,46)","15.495,00 (-667,00)",40.998.995,"85,07","15.495,00","1.318.148 (-45.590,15)","07 Oktober 2024, pukul 23:59"
08 Oktober 2024,"2.609,30 (-15,19)","15.680,00 (-482,00)",40.913.824,"83,89","15.680,00","1.315.410 (-48.328,47)","08 Oktober 2024, pukul 23:59"
09 Oktober 2024,"2.609,31 (-15,18)","15.671,00 (-491,00)",40.890.497,"83,89","15.671,00","1.314.660 (-49.078,45)","09 Oktober 2024, pukul 23:59"
10 Oktober 2024,"2.620,59 (-3,90)","15.607,00 (-555,00)",40.899.548,"84,25","15.607,00","1.314.951 (-48.787,45)","10 Oktober 2024, pukul 23:59"
11 Oktober 2024,"2.659,18 (+34,69)","15.658,00 (-504,00)",41.637.440,"85,49","15.658,00","1.338.675 (-25.063,66)","11 Oktober 2024, pukul 23:59"
12 Oktober 2024,"2.656,78 (+32,29)","15.658,00 (-504,00)",41.599.861,"85,42","15.658,00","1.337.467 (-26.271,86)","12 Oktober 2024, pukul 23:59"
13 Oktober 2024,"2.656,78 (+32,29)","15.658,00 (-504,00)",41.599.861,"85,42","15.658,00","1.337.467 (-26.271,86)","13 Oktober 2024, pukul 23:59"
14 Oktober 2024,"2.648,25 (+23,76)","15.609,00 (-553,00)",41.336.534,"85,14","15.609,00","1.329.000 (-34.738,02)","14 Oktober 2024, pukul 23:58"
15 Oktober 2024,"2.662,55 (+38,06)","15.581,00 (-581,00)",41.485.192,"85,60","15.581,00","1.333.780 (-29.958,57)","15 Oktober 2024, pukul 23:59"
16 Oktober 2024,"2.672,97 (+48,48)","15.555,00 (-607,00)",41.578.048,"85,94","15.555,00","1.336.765 (-26.973,16)","16 Oktober 2024, pukul 23:59"
17 Oktober 2024,"2.691,53 (+67,04)","15.536,00 (-626,00)",41.815.610,"86,53","15.536,00","1.344.403 (-19.335,37)","17 Oktober 2024, pukul 23:59"
18 Oktober 2024,"2.717,81 (+93,32)","15.516,00 (-646,00)",42.169.540,"87,38","15.516,00","1.355.782 (-7.956,26)","18 Oktober 2024, pukul 23:59"
19 Oktober 2024,"2.721,42 (+96,93)","15.516,00 (-646,00)",42.225.553,"87,50","15.516,00","1.357.583 (-6.155,41)","19 Oktober 2024, pukul 23:59"
20 Oktober 2024,"2.721,42 (+96,93)","15.516,00 (-646,00)",42.225.553,"87,50","15.516,00","1.357.583 (-6.155,41)","20 Oktober 2024, pukul 23:59"
21 Oktober 2024,"2.722,90 (+98,41)","15.466,00 (-696,00)",42.112.371,"87,54","15.466,00","1.353.944 (-9.794,27)","21 Oktober 2024, pukul 23:59"
22 Oktober 2024,"2.744,91 (+120,42)","15.465,00 (-697,00)",42.450.033,"88,25","15.465,00","1.364.800 (+1.061,80)","22 Oktober 2024, pukul 23:59"
23 Oktober 2024,"2.720,39 (+95,90)","15.560,00 (-602,00)",42.329.268,"87,46","15.560,00","1.360.918 (-2.820,87)","23 Oktober 2024, pukul 23:59"
24 Oktober 2024,"2.734,09 (+109,60)","15.620,00 (-542,00)",42.706.486,"87,90","15.620,00","1.373.045 (+9.306,95)","24 Oktober 2024, pukul 23:59"
25 Oktober 2024,"2.738,49 (+114,00)","15.593,00 (-569,00)",42.701.275,"88,04","15.593,00","1.372.878 (+9.139,40)","25 Oktober 2024, pukul 23:58"
26 Oktober 2024,"2.748,09 (+123,60)","15.593,00 (-569,00)",42.850.967,"88,35","15.593,00","1.377.691 (+13.952,14)","26 Oktober 2024, pukul 23:58"
27 Oktober 2024,"2.748,09 (+123,60)","15.593,00 (-569,00)",42.850.967,"88,35","15.593,00","1.377.691 (+13.952,14)","27 Oktober 2024, pukul 23:58"
28 Oktober 2024,"2.742,27 (+117,78)","15.629,00 (-533,00)",42.858.938,"88,17","15.629,00","1.377.947 (+14.208,39)","28 Oktober 2024, pukul 23:59"
29 Oktober 2024,"2.767,95 (+143,46)","15.729,00 (-433,00)",43.537.086,"88,99","15.729,00","1.399.750 (+36.011,35)","29 Oktober 2024, pukul 23:59"
30 Oktober 2024,"2.786,53 (+162,04)","15.760,00 (-402,00)",43.915.713,"89,59","15.760,00","1.411.923 (+48.184,50)","30 Oktober 2024, pukul 23:59"
31 Oktober 2024,"2.740,80 (+116,31)","15.732,00 (-430,00)",43.118.266,"88,12","15.732,00","1.386.284 (+22.545,98)","31 Oktober 2024, pukul 23:59"
01 November 2024,"2.742,93 (+118,44)","15.705,00 (-457,00)",43.077.716,"88,19","15.705,00","1.384.981 (+21.242,26)","01 November 2024, pukul 23:59"
02 November 2024,"2.736,41 (+111,92)","15.705,00 (-457,00)",42.975.319,"87,98","15.705,00","1.381.689 (+17.950,14)","02 November 2024, pukul 23:59"
03 November 2024,"2.736,41 (+111,92)","15.705,00 (-457,00)",42.975.319,"87,98","15.705,00","1.381.689 (+17.950,14)","03 November 2024, pukul 23:59"
04 November 2024,"2.733,25 (+108,76)","15.723,00 (-439,00)",42.974.890,"87,88","15.723,00","1.381.675 (+17.936,33)","04 November 2024, pukul 23:59"
05 November 2024,"2.740,47 (+115,98)","15.751,00 (-411,00)",43.165.143,"88,11","15.751,00","1.387.792 (+24.053,12)","05 November 2024, pukul 23:59"
06 November 2024,"2.666,70 (+42,21)","15.766,00 (-396,00)",42.043.192,"85,74","15.766,00","1.351.720 (-12.018,44)","06 November 2024, pukul 23:59"
07 November 2024,"2.695,03 (+70,54)","15.840,00 (-322,00)",42.689.275,"86,65","15.840,00","1.372.492 (+8.753,61)","07 November 2024, pukul 23:59"
08 November 2024,"2.687,04 (+62,55)","15.767,00 (-395,00)",42.366.560,"86,39","15.767,00","1.362.117 (-1.621,93)","08 November 2024, pukul 23:59"
09 November 2024,"2.684,64 (+60,15)","15.767,00 (-395,00)",42.328.719,"86,31","15.767,00","1.360.900 (-2.838,54)","09 November 2024, pukul 23:59"
10 November 2024,"2.684,64 (+60,15)","15.767,00 (-395,00)",42.328.719,"86,31","15.767,00","1.360.900 (-2.838,54)","10 November 2024, pukul 23:59"
11 November 2024,"2.614,61 (-9,88)","15.671,00 (-491,00)",40.973.553,"84,06","15.671,00","1.317.330 (-46.408,13)","11 November 2024, pukul 23:59"
12 November 2024,"2.600,85 (-23,64)","15.677,00 (-485,00)",40.773.525,"83,62","15.677,00","1.310.899 (-52.839,17)","12 November 2024, pukul 23:59"
13 November 2024,"2.589,01 (-35,48)","15.771,00 (-391,00)",40.831.277,"83,24","15.771,00","1.312.756 (-50.982,42)","13 November 2024, pukul 23:59"
14 November 2024,"2.573,06 (-51,43)","15.782,00 (-380,00)",40.608.033,"82,73","15.782,00","1.305.579 (-58.159,88)","14 November 2024, pukul 23:59"
15 November 2024,"2.563,93 (-60,56)","15.873,00 (-289,00)",40.697.261,"82,43","15.873,00","1.308.447 (-55.291,13)","15 November 2024, pukul 23:59"
16 November 2024,"2.562,86 (-61,63)","15.873,00 (-289,00)",40.680.277,"82,40","15.873,00","1.307.901 (-55.837,19)","16 November 2024, pukul 23:59"
17 November 2024,"2.562,86 (-61,63)","15.873,00 (-289,00)",40.680.277,"82,40","15.873,00","1.307.901 (-55.837,19)","17 November 2024, pukul 23:59"
18 November 2024,"2.611,80 (-12,69)","15.888,00 (-274,00)",41.496.278,"83,97","15.888,00","1.334.136 (-29.602,12)","18 November 2024, pukul 23:59"
19 November 2024,"2.625,87 (+1,38)","15.848,00 (-314,00)",41.614.788,"84,42","15.848,00","1.337.946 (-25.791,96)","19 November 2024, pukul 23:59"
20 November 2024,"2.650,50 (+26,01)","15.816,00 (-346,00)",41.920.308,"85,22","15.816,00","1.347.769 (-15.969,26)","20 November 2024, pukul 23:58"
21 November 2024,"2.666,18 (+41,69)","15.858,00 (-304,00)",42.280.282,"85,72","15.858,00","1.359.343 (-4.395,81)","21 November 2024, pukul 23:59"
22 November 2024,"2.704,47 (+79,98)","15.942,00 (-220,00)",43.114.661,"86,95","15.942,00","1.386.169 (+22.430,08)","22 November 2024, pukul 23:59"
23 November 2024,"2.715,28 (+90,79)","15.942,00 (-220,00)",43.286.994,"87,30","15.942,00","1.391.709 (+27.970,71)","23 November 2024, pukul 23:59"
24 November 2024,"2.715,28 (+90,79)","15.942,00 (-220,00)",43.286.994,"87,30","15.942,00","1.391.709 (+27.970,71)","24 November 2024, pukul 23:59"
25 November 2024,"2.631,08 (+6,59)","15.911,00 (-251,00)",41.863.114,"84,59","15.911,00","1.345.930 (-17.808,09)","25 November 2024, pukul 23:59"
26 November 2024,"2.629,80 (+5,31)","15.864,00 (-298,00)",41.719.147,"84,55","15.864,00","1.341.302 (-22.436,73)","26 November 2024, pukul 23:59"
27 November 2024,"2.640,70 (+16,21)","15.864,00 (-298,00)",41.892.065,"84,90","15.864,00","1.346.861 (-16.877,30)","27 November 2024, pukul 23:59"
28 November 2024,"2.641,72 (+17,23)","15.930,00 (-232,00)",42.082.600,"84,93","15.930,00","1.352.987 (-10.751,46)","28 November 2024, pukul 23:59"
29 November 2024,"2.661,93 (+37,44)","15.864,00 (-298,00)",42.228.858,"85,58","15.864,00","1.357.689 (-6.049,16)","29 November 2024, pukul 23:59"
30 November 2024,"2.649,87 (+25,38)","15.864,00 (-298,00)",42.037.538,"85,20","15.864,00","1.351.538 (-12.200,23)","30 November 2024, pukul 23:59"
01 Desember 2024,"2.649,87 (+25,38)","15.864,00 (-298,00)",42.037.538,"85,20","15.864,00","1.351.538 (-12.200,23)","01 Desember 2024, pukul 23:59"
02 Desember 2024,"2.641,70 (+17,21)","15.856,00 (-306,00)",41.886.795,"84,93","15.856,00","1.346.692 (-17.046,72)","02 Desember 2024, pukul 23:59"
03 Desember 2024,"2.648,29 (+23,80)","15.905,00 (-257,00)",42.121.052,"85,14","15.905,00","1.354.223 (-9.515,17)","03 Desember 2024, pukul 23:59"
04 Desember 2024,"2.649,39 (+24,90)","15.950,00 (-212,00)",42.257.771,"85,18","15.950,00","1.358.619 (-5.119,58)","04 Desember 2024, pukul 23:59"
05 Desember 2024,"2.633,89 (+9,40)","15.957,00 (-205,00)",42.028.983,"84,68","15.957,00","1.351.263 (-12.475,28)","05 Desember 2024, pukul 23:59"
06 Desember 2024,"2.639,97 (+15,48)","15.892,00 (-270,00)",41.954.403,"84,88","15.892,00","1.348.865 (-14.873,07)","06 Desember 2024, pukul 23:59"
07 Desember 2024,"2.633,05 (+8,56)","15.892,00 (-270,00)",41.844.431,"84,65","15.892,00","1.345.330 (-18.408,77)","07 Desember 2024, pukul 23:59"
08 Desember 2024,"2.633,05 (+8,56)","15.892,00 (-270,00)",41.844.431,"84,65","15.892,00","1.345.330 (-18.408,77)","08 Desember 2024, pukul 23:59"
09 Desember 2024,"2.666,90 (+42,41)","15.848,00 (-314,00)",42.265.031,"85,74","15.848,00","1.358.852 (-4.886,15)","09 Desember 2024, pukul 23:59"
10 Desember 2024,"2.690,42 (+65,93)","15.861,00 (-301,00)",42.672.752,"86,50","15.861,00","1.371.961 (+8.222,37)","10 Desember 2024, pukul 23:59"
11 Desember 2024,"2.715,54 (+91,05)","15.874,00 (-288,00)",43.106.482,"87,31","15.874,00","1.385.906 (+22.167,12)","11 Desember 2024, pukul 23:59"
12 Desember 2024,"2.682,60 (+58,11)","15.905,00 (-257,00)",42.666.753,"86,25","15.905,00","1.371.768 (+8.029,51)","12 Desember 2024, pukul 23:59"
13 Desember 2024,"2.662,20 (+37,71)","15.939,00 (-223,00)",42.432.806,"85,59","15.939,00","1.364.246 (+507,93)","13 Desember 2024, pukul 23:59"
14 Desember 2024,"2.648,96 (+24,47)","15.939,00 (-223,00)",42.221.773,"85,17","15.939,00","1.357.462 (-6.276,92)","14 Desember 2024, pukul 23:54"
15 Desember 2024,"2.648,96 (+24,47)","15.939,00 (-223,00)",42.221.773,"85,17","15.939,00","1.357.462 (-6.276,92)","15 Desember 2024, pukul 23:54"
